date,rank,song_title,artist
2016-02-06,97,Come Get Her,Rae Sremmurd
2016-02-06,98,Lean & Dabb,iLoveMemphis
2016-02-06,99,Ginza,J Balvin
2016-02-06,100,Acquainted,The Weeknd
2016-02-13,1,Love Yourself,Justin Bieber
2016-02-13,2,Sorry,Justin Bieber
2016-02-13,3,Stressed Out,twenty one pilots
2016-02-13,4,Hello,Adele
2016-02-13,5,My House,Flo Rida
2016-02-13,6,Roses,The Chainsmokers 
2016-02-13,7,Hands To Myself,Selena Gomez
2016-02-13,8,Same Old Love,Selena Gomez
2016-02-13,9,Work,Rihanna 
2016-02-13,10,Here,Alessia Cara
2016-02-13,11,Stitches,Shawn Mendes
2016-02-13,12,"Me, Myself & I",G-Eazy 
2016-02-13,13,In The Night,The Weeknd
2016-02-13,14,Hotline Bling,Drake
2016-02-13,15,Like I'm Gonna Lose You,Meghan Trainor 
2016-02-13,16,Don't,Bryson Tiller
2016-02-13,17,What Do You Mean?,Justin Bieber
2016-02-13,18,Cake By The Ocean,DNCE
2016-02-13,19,White Iverson,Post Malone
2016-02-13,20,Jumpman,Drake 
2016-02-13,21,The Hills,The Weeknd
2016-02-13,22,One Call Away,Charlie Puth
2016-02-13,23,Antidote,Travis Scott
2016-02-13,24,Hide Away,Daya
2016-02-13,25,I Know What You Did Last Summer,Shawn Mendes 
2016-02-13,26,Die A Happy Man,Thomas Rhett
2016-02-13,27,Say It,Tory Lanez
2016-02-13,28,679,Fetty Wap 
2016-02-13,29,When We Were Young,Adele
2016-02-13,30,Break Up In A Small Town,Sam Hunt
2016-02-13,31,Ex's & Oh's,Elle King
2016-02-13,32,On My Mind,Ellie Goulding
2016-02-13,33,Down In The DM,Yo Gotti 
2016-02-13,34,Wildest Dreams,Taylor Swift
2016-02-13,35,Can't Feel My Face,The Weeknd
2016-02-13,36,Lean On,Major Lazer 
2016-02-13,37,Stand By You,Rachel Platten
2016-02-13,38,Home Alone Tonight,Luke Bryan 
2016-02-13,39,Watch Me,Silento
2016-02-13,40,Exchange,Bryson Tiller
2016-02-13,41,See You Again,Wiz Khalifa 
2016-02-13,42,No Role Modelz,J. Cole
2016-02-13,43,Perfect,One Direction
2016-02-13,44,Out Of The Woods,Taylor Swift
2016-02-13,45,Adventure Of A Lifetime,Coldplay
2016-02-13,46,Again,Fetty Wap
2016-02-13,47,Confident,Demi Lovato
2016-02-13,48,Back To Sleep,Chris Brown
2016-02-13,49,Best Friend,Young Thug
2016-02-13,50,Stay A Little Longer,Brothers Osborne
2016-02-13,51,Irresistible,Fall Out Boy
2016-02-13,52,Get Ugly,Jason Derulo
2016-02-13,53,Oui,Jeremih
2016-02-13,54,Sugar,Robin Schulz 
2016-02-13,55,Backroad Song,Granger Smith
2016-02-13,56,Bake Sale,Wiz Khalifa 
2016-02-13,57,7 Years,Lukas Graham
2016-02-13,58,Heartbeat,Carrie Underwood
2016-02-13,59,I Took A Pill In Ibiza,Mike Posner
2016-02-13,60,You Should Be Here,Cole Swindell
2016-02-13,61,Break On Me.,Keith Urban
2016-02-13,62,Drunk On Your Love,Brett Eldredge
2016-02-13,63,Beautiful Drug,Zac Brown Band
2016-02-13,64,Watch Out,2 Chainz
2016-02-13,65,Walking On A Dream,Empire Of The Sun
2016-02-13,66,Dibs,Kelsea Ballerini
2016-02-13,67,2 Phones,Kevin Gates
2016-02-13,68,I Love This Life,LOCASH
2016-02-13,69,Confession,Florida Georgia Line
2016-02-13,70,Good To Be Alive (Hallelujah),Andy Grammer
2016-02-13,71,Big Rings,Drake 
2016-02-13,72,We Went,Randy Houser
2016-02-13,73,I Got The Boy,Jana Kramer
2016-02-13,74,The Fix,Nelly 
2016-02-13,75,Let It Go,James Bay
2016-02-13,76,Nobody To Blame,Chris Stapleton
2016-02-13,77,Sorry Not Sorry,Bryson Tiller
2016-02-13,78,Do It Like Me,DLOW
2016-02-13,79,Bang My Head,David Guetta 
2016-02-13,80,$ave Dat Money,Lil Dicky 
2016-02-13,81,Something In The Way You Move,Ellie Goulding
2016-02-13,82,Really Really,Kevin Gates
2016-02-13,83,Back Up,DeJ Loaf 
2016-02-13,84,WTF (Where They From),Missy Elliott 
2016-02-13,85,Mr. Misunderstood,Eric Church
2016-02-13,86,Hollow,Tori Kelly
2016-02-13,87,I Like The Sound Of That,Rascal Flatts
2016-02-13,88,Middle,DJ Snake 
2016-02-13,89,Focus,Ariana Grande
2016-02-13,90,Dessert,Dawin
2016-02-13,91,My Church,Maren Morris
2016-02-13,92,Play No Games,Big Sean 
2016-02-13,93,Gonna Know We Were Here,Jason Aldean
2016-02-13,94,Country Nation,Brad Paisley
2016-02-13,95,Humble And Kind,Tim McGraw
2016-02-13,96,Emperor's New Clothes,Panic! At The Disco
2016-02-13,97,Bottom Of The Bottle,Curren$Y 
2016-02-13,98,Somewhere On A Beach,Dierks Bentley
2016-02-13,99,Acquainted,The Weeknd
2016-02-13,100,Snapback,Old Dominion
2016-02-20,1,Pillowtalk,Zayn
2016-02-20,2,Love Yourself,Justin Bieber
2016-02-20,3,Sorry,Justin Bieber
2016-02-20,4,Stressed Out,twenty one pilots
2016-02-20,5,Hello,Adele
2016-02-20,6,Summer Sixteen,Drake
2016-02-20,7,Work,Rihanna 
2016-02-20,8,My House,Flo Rida
2016-02-20,9,Roses,The Chainsmokers 
2016-02-20,10,"Me, Myself & I",G-Eazy 
2016-02-20,11,Stitches,Shawn Mendes
2016-02-20,12,Here,Alessia Cara
2016-02-20,13,Hands To Myself,Selena Gomez
2016-02-20,14,Cake By The Ocean,DNCE
2016-02-20,15,Same Old Love,Selena Gomez
2016-02-20,16,In The Night,The Weeknd
2016-02-20,17,One Call Away,Charlie Puth
2016-02-20,18,Hotline Bling,Drake
2016-02-20,19,Don't,Bryson Tiller
2016-02-20,20,Like I'm Gonna Lose You,Meghan Trainor 
2016-02-20,21,What Do You Mean?,Justin Bieber
2016-02-20,22,Jumpman,Drake 
2016-02-20,23,The Hills,The Weeknd
2016-02-20,24,White Iverson,Post Malone
2016-02-20,25,Hide Away,Daya
2016-02-20,26,I Know What You Did Last Summer,Shawn Mendes 
2016-02-20,27,Say It,Tory Lanez
2016-02-20,28,Antidote,Travis Scott
2016-02-20,29,When We Were Young,Adele
2016-02-20,30,Die A Happy Man,Thomas Rhett
2016-02-20,31,679,Fetty Wap 
2016-02-20,32,Ex's & Oh's,Elle King
2016-02-20,33,Break Up In A Small Town,Sam Hunt
2016-02-20,34,On My Mind,Ellie Goulding
2016-02-20,35,Wildest Dreams,Taylor Swift
2016-02-20,36,Adventure Of A Lifetime,Coldplay
2016-02-20,37,Stand By You,Rachel Platten
2016-02-20,38,Watch Me,Silento
2016-02-20,39,Down In The DM,Yo Gotti 
2016-02-20,40,Home Alone Tonight,Luke Bryan 
2016-02-20,41,Lean On,Major Lazer 
2016-02-20,42,Can't Feel My Face,The Weeknd
2016-02-20,43,7 Years,Lukas Graham
2016-02-20,44,Exchange,Bryson Tiller
2016-02-20,45,See You Again,Wiz Khalifa 
2016-02-20,46,2 Phones,Kevin Gates
2016-02-20,47,No Role Modelz,J. Cole
2016-02-20,48,I Took A Pill In Ibiza,Mike Posner
2016-02-20,49,Out Of The Woods,Taylor Swift
2016-02-20,50,Again,Fetty Wap
2016-02-20,51,Back To Sleep,Chris Brown
2016-02-20,52,Best Friend,Young Thug
2016-02-20,53,Oui,Jeremih
2016-02-20,54,Perfect,One Direction
2016-02-20,55,Backroad Song,Granger Smith
2016-02-20,56,Get Ugly,Jason Derulo
2016-02-20,57,You Should Be Here,Cole Swindell
2016-02-20,58,Heartbeat,Carrie Underwood
2016-02-20,59,Really Really,Kevin Gates
2016-02-20,60,Sugar,Robin Schulz 
2016-02-20,61,Drunk On Your Love,Brett Eldredge
2016-02-20,62,Break On Me.,Keith Urban
2016-02-20,63,Beautiful Drug,Zac Brown Band
2016-02-20,64,Irresistible,Fall Out Boy
2016-02-20,65,Stay A Little Longer,Brothers Osborne
2016-02-20,66,Dibs,Kelsea Ballerini
2016-02-20,67,Confident,Demi Lovato
2016-02-20,68,Hymn For The Weekend,Coldplay
2016-02-20,69,Confession,Florida Georgia Line
2016-02-20,70,Something In The Way You Move,Ellie Goulding
2016-02-20,71,My Church,Maren Morris
2016-02-20,72,We Went,Randy Houser
2016-02-20,73,Big Rings,Drake 
2016-02-20,74,Watch Out,2 Chainz
2016-02-20,75,I Love This Life,LOCASH
2016-02-20,76,Bang My Head,David Guetta 
2016-02-20,77,Nobody To Blame,Chris Stapleton
2016-02-20,78,We Don't Talk Anymore,Charlie Puth 
2016-02-20,79,Middle,DJ Snake 
2016-02-20,80,Let It Go,James Bay
2016-02-20,81,I Like The Sound Of That,Rascal Flatts
2016-02-20,82,$ave Dat Money,Lil Dicky 
2016-02-20,83,Sorry Not Sorry,Bryson Tiller
2016-02-20,84,Good To Be Alive (Hallelujah),Andy Grammer
2016-02-20,85,Youth,Troye Sivan
2016-02-20,86,Hollow,Tori Kelly
2016-02-20,87,The Fix,Nelly 
2016-02-20,88,Snapback,Old Dominion
2016-02-20,89,Walking On A Dream,Empire Of The Sun
2016-02-20,90,Do It Like Me,DLOW
2016-02-20,91,Needed Me,Rihanna
2016-02-20,92,History,One Direction
2016-02-20,93,Dessert,Dawin
2016-02-20,94,Country Nation,Brad Paisley
2016-02-20,95,WTF (Where They From),Missy Elliott 
2016-02-20,96,Back Up,DeJ Loaf 
2016-02-20,97,Jam,Kevin Gates 
2016-02-20,98,Acquainted,The Weeknd
2016-02-20,99,Alive,Sia
2016-02-20,100,Play No Games,Big Sean 
2016-02-27,1,Love Yourself,Justin Bieber
2016-02-27,2,Stressed Out,twenty one pilots
2016-02-27,3,Sorry,Justin Bieber
2016-02-27,4,Work,Rihanna 
2016-02-27,5,My House,Flo Rida
2016-02-27,6,Hello,Adele
2016-02-27,7,Pillowtalk,Zayn
2016-02-27,8,"Me, Myself & I",G-Eazy 
2016-02-27,9,Roses,The Chainsmokers 
2016-02-27,10,Stitches,Shawn Mendes
2016-02-27,11,Cake By The Ocean,DNCE
2016-02-27,12,Hands To Myself,Selena Gomez
2016-02-27,13,Adventure Of A Lifetime,Coldplay
2016-02-27,14,In The Night,The Weeknd
2016-02-27,15,One Call Away,Charlie Puth
2016-02-27,16,Hotline Bling,Drake
2016-02-27,17,Don't,Bryson Tiller
2016-02-27,18,Same Old Love,Selena Gomez
2016-02-27,19,Here,Alessia Cara
2016-02-27,20,When We Were Young,Adele
2016-02-27,21,Down In The DM,Yo Gotti 
2016-02-27,22,Jumpman,Drake 
2016-02-27,23,What Do You Mean?,Justin Bieber
2016-02-27,24,Hide Away,Daya
2016-02-27,25,The Hills,The Weeknd
2016-02-27,26,Summer Sixteen,Drake
2016-02-27,27,Like I'm Gonna Lose You,Meghan Trainor 
2016-02-27,28,I Know What You Did Last Summer,Shawn Mendes 
2016-02-27,29,Say It,Tory Lanez
2016-02-27,30,Die A Happy Man,Thomas Rhett
2016-02-27,31,679,Fetty Wap 
2016-02-27,32,Antidote,Travis Scott
2016-02-27,33,I Took A Pill In Ibiza,Mike Posner
2016-02-27,34,White Iverson,Post Malone
2016-02-27,35,7 Years,Lukas Graham
2016-02-27,36,Ex's & Oh's,Elle King
2016-02-27,37,Stand By You,Rachel Platten
2016-02-27,38,Wildest Dreams,Taylor Swift
2016-02-27,39,Exchange,Bryson Tiller
2016-02-27,40,Break Up In A Small Town,Sam Hunt
2016-02-27,41,On My Mind,Ellie Goulding
2016-02-27,42,Can't Feel My Face,The Weeknd
2016-02-27,43,Home Alone Tonight,Luke Bryan 
2016-02-27,44,2 Phones,Kevin Gates
2016-02-27,45,See You Again,Wiz Khalifa 
2016-02-27,46,Lean On,Major Lazer 
2016-02-27,47,Watch Me,Silento
2016-02-27,48,Oui,Jeremih
2016-02-27,49,Backroad Song,Granger Smith
2016-02-27,50,Back To Sleep,Chris Brown
2016-02-27,51,Out Of The Woods,Taylor Swift
2016-02-27,52,Low Life,Future 
2016-02-27,53,Best Friend,Young Thug
2016-02-27,54,You Should Be Here,Cole Swindell
2016-02-27,55,Heartbeat,Carrie Underwood
2016-02-27,56,Get Ugly,Jason Derulo
2016-02-27,57,Sugar,Robin Schulz 
2016-02-27,58,Dibs,Kelsea Ballerini
2016-02-27,59,Drunk On Your Love,Brett Eldredge
2016-02-27,60,Beautiful Drug,Zac Brown Band
2016-02-27,61,Break On Me.,Keith Urban
2016-02-27,62,Really Really,Kevin Gates
2016-02-27,63,Perfect,One Direction
2016-02-27,64,Hymn For The Weekend,Coldplay
2016-02-27,65,My Church,Maren Morris
2016-02-27,66,Something In The Way You Move,Ellie Goulding
2016-02-27,67,Fly S**t Only,Future
2016-02-27,68,Confession,Florida Georgia Line
2016-02-27,69,Jimmy Choo,Fetty Wap
2016-02-27,70,Confident,Demi Lovato
2016-02-27,71,Stay A Little Longer,Brothers Osborne
2016-02-27,72,We Went,Randy Houser
2016-02-27,73,Middle,DJ Snake 
2016-02-27,74,Bake Sale,Wiz Khalifa 
2016-02-27,75,Let It Go,James Bay
2016-02-27,76,Nobody To Blame,Chris Stapleton
2016-02-27,77,Watch Out,2 Chainz
2016-02-27,78,Ophelia,The Lumineers
2016-02-27,79,I Like The Sound Of That,Rascal Flatts
2016-02-27,80,Sorry Not Sorry,Bryson Tiller
2016-02-27,81,Bang My Head,David Guetta 
2016-02-27,82,Snapback,Old Dominion
2016-02-27,83,Die A Happy Man,Nelly
2016-02-27,84,Needed Me,Rihanna
2016-02-27,85,Don't Let Me Down,The Chainsmokers 
2016-02-27,86,Irresistible,Fall Out Boy
2016-02-27,87,Good To Be Alive (Hallelujah),Andy Grammer
2016-02-27,88,Youth,Troye Sivan
2016-02-27,89,$ave Dat Money,Lil Dicky 
2016-02-27,90,I Love This Life,LOCASH
2016-02-27,91,Do It Like Me,DLOW
2016-02-27,92,WTF (Where They From),Missy Elliott 
2016-02-27,93,Hollow,Tori Kelly
2016-02-27,94,Whisper,Chase Rice
2016-02-27,95,Acquainted,The Weeknd
2016-02-27,96,History,One Direction
2016-02-27,97,The Fix,Nelly 
2016-02-27,98,Dessert,Dawin
2016-02-27,99,Little Bit Of You,Chase Bryant
2016-02-27,100,Somewhere On A Beach,Dierks Bentley
2016-03-05,1,Work,Rihanna 
2016-03-05,2,Love Yourself,Justin Bieber
2016-03-05,3,Stressed Out,twenty one pilots
2016-03-05,4,Sorry,Justin Bieber
2016-03-05,5,My House,Flo Rida
2016-03-05,6,Pillowtalk,Zayn
2016-03-05,7,Hello,Adele
2016-03-05,8,"Me, Myself & I",G-Eazy 
2016-03-05,9,Roses,The Chainsmokers 
2016-03-05,10,Cake By The Ocean,DNCE
2016-03-05,11,Hands To Myself,Selena Gomez
2016-03-05,12,One Call Away,Charlie Puth
2016-03-05,13,Stitches,Shawn Mendes
2016-03-05,14,When We Were Young,Adele
2016-03-05,15,In The Night,The Weeknd
2016-03-05,16,Don't,Bryson Tiller
2016-03-05,17,Same Old Love,Selena Gomez
2016-03-05,18,Down In The DM,Yo Gotti 
2016-03-05,19,Hotline Bling,Drake
2016-03-05,20,7 Years,Lukas Graham
2016-03-05,21,Here,Alessia Cara
2016-03-05,22,Uptown Funk!,Mark Ronson 
2016-03-05,23,Jumpman,Drake 
2016-03-05,24,I Took A Pill In Ibiza,Mike Posner
2016-03-05,25,What Do You Mean?,Justin Bieber
2016-03-05,26,Hide Away,Daya
2016-03-05,27,The Hills,The Weeknd
2016-03-05,28,Adventure Of A Lifetime,Coldplay
2016-03-05,29,Like I'm Gonna Lose You,Meghan Trainor 
2016-03-05,30,Say It,Tory Lanez
2016-03-05,31,Summer Sixteen,Drake
2016-03-05,32,Can't Feel My Face,The Weeknd
2016-03-05,33,Ex's & Oh's,Elle King
2016-03-05,34,679,Fetty Wap 
2016-03-05,35,Die A Happy Man,Thomas Rhett
2016-03-05,36,Antidote,Travis Scott
2016-03-05,37,I Know What You Did Last Summer,Shawn Mendes 
2016-03-05,38,Let It Go,James Bay
2016-03-05,39,White Iverson,Post Malone
2016-03-05,40,2 Phones,Kevin Gates
2016-03-05,41,Stand By You,Rachel Platten
2016-03-05,42,Heartbeat,Carrie Underwood
2016-03-05,43,Exchange,Bryson Tiller
2016-03-05,44,See You Again,Wiz Khalifa 
2016-03-05,45,Oui,Jeremih
2016-03-05,46,Wildest Dreams,Taylor Swift
2016-03-05,47,Break Up In A Small Town,Sam Hunt
2016-03-05,48,On My Mind,Ellie Goulding
2016-03-05,49,Lean On,Major Lazer 
2016-03-05,50,Back To Sleep,Chris Brown
2016-03-05,51,Best Friend,Young Thug
2016-03-05,52,Home Alone Tonight,Luke Bryan 
2016-03-05,53,Out Of The Woods,Taylor Swift
2016-03-05,54,Make Me Like You,Gwen Stefani
2016-03-05,55,You Should Be Here,Cole Swindell
2016-03-05,56,Sugar,Robin Schulz 
2016-03-05,57,Backroad Song,Granger Smith
2016-03-05,58,Get Ugly,Jason Derulo
2016-03-05,59,Low Life,Future 
2016-03-05,60,Dibs,Kelsea Ballerini
2016-03-05,61,Drunk On Your Love,Brett Eldredge
2016-03-05,62,Something In The Way You Move,Ellie Goulding
2016-03-05,63,My Church,Maren Morris
2016-03-05,64,Beautiful Drug,Zac Brown Band
2016-03-05,65,Jimmy Choo,Fetty Wap
2016-03-05,66,Break On Me.,Keith Urban
2016-03-05,67,Really Really,Kevin Gates
2016-03-05,68,Hollow,Tori Kelly
2016-03-05,69,Confession,Florida Georgia Line
2016-03-05,70,Middle,DJ Snake 
2016-03-05,71,We Went,Randy Houser
2016-03-05,72,Perfect,One Direction
2016-03-05,73,Nobody To Blame,Chris Stapleton
2016-03-05,74,Needed Me,Rihanna
2016-03-05,75,Confident,Demi Lovato
2016-03-05,76,Stay A Little Longer,Brothers Osborne
2016-03-05,77,All I Ask,Adele
2016-03-05,78,I Like The Sound Of That,Rascal Flatts
2016-03-05,79,Snapback,Old Dominion
2016-03-05,80,Youth,Troye Sivan
2016-03-05,81,Cheap Thrills,Sia 
2016-03-05,82,Acquainted,The Weeknd
2016-03-05,83,Never Forget You,Zara Larsson 
2016-03-05,84,Sorry Not Sorry,Bryson Tiller
2016-03-05,85,Might Be,DJ Luke Nasty
2016-03-05,86,Think Of You,Chris Young Duet With Cassadee Pope
2016-03-05,87,Somewhere On A Beach,Dierks Bentley
2016-03-05,88,Humble And Kind,Tim McGraw
2016-03-05,89,Little Bit Of You,Chase Bryant
2016-03-05,90,Good To Be Alive (Hallelujah),Andy Grammer
2016-03-05,91,Watch Out,2 Chainz
2016-03-05,92,Promise,Kid Ink 
2016-03-05,93,Bang My Head,David Guetta 
2016-03-05,94,Irresistible,Fall Out Boy
2016-03-05,95,$ave Dat Money,Lil Dicky 
2016-03-05,96,History,One Direction
2016-03-05,97,Do It Like Me,DLOW
2016-03-05,98,That Don't Sound Like You,Lee Brice
2016-03-05,99,I Love This Life,LOCASH
2016-03-05,100,Dessert,Dawin
2016-03-12,1,Work,Rihanna 
2016-03-12,2,Love Yourself,Justin Bieber
2016-03-12,3,Stressed Out,twenty one pilots
2016-03-12,4,Sorry,Justin Bieber
2016-03-12,5,My House,Flo Rida
2016-03-12,6,Pillowtalk,Zayn
2016-03-12,7,"Me, Myself & I",G-Eazy 
2016-03-12,8,Hello,Adele
2016-03-12,9,Cake By The Ocean,DNCE
2016-03-12,10,Roses,The Chainsmokers 
2016-03-12,11,Hands To Myself,Selena Gomez
2016-03-12,12,7 Years,Lukas Graham
2016-03-12,13,Down In The DM,Yo Gotti 
2016-03-12,14,One Call Away,Charlie Puth
2016-03-12,15,I Took A Pill In Ibiza,Mike Posner
2016-03-12,16,Stitches,Shawn Mendes
2016-03-12,17,Don't,Bryson Tiller
2016-03-12,18,When We Were Young,Adele
2016-03-12,19,In The Night,The Weeknd
2016-03-12,20,Same Old Love,Selena Gomez
2016-03-12,21,Hotline Bling,Drake
2016-03-12,22,The Hills,The Weeknd
2016-03-12,23,Hide Away,Daya
2016-03-12,24,Jumpman,Drake 
2016-03-12,25,What Do You Mean?,Justin Bieber
2016-03-12,26,Here,Alessia Cara
2016-03-12,27,Say It,Tory Lanez
2016-03-12,28,Oui,Jeremih
2016-03-12,29,2 Phones,Kevin Gates
2016-03-12,30,679,Fetty Wap 
2016-03-12,31,Like I'm Gonna Lose You,Meghan Trainor 
2016-03-12,32,Summer Sixteen,Drake
2016-03-12,33,Adventure Of A Lifetime,Coldplay
2016-03-12,34,Ex's & Oh's,Elle King
2016-03-12,35,Let It Go,James Bay
2016-03-12,36,Back To Sleep,Chris Brown
2016-03-12,37,Exchange,Bryson Tiller
2016-03-12,38,Can't Feel My Face,The Weeknd
2016-03-12,39,Die A Happy Man,Thomas Rhett
2016-03-12,40,Antidote,Travis Scott
2016-03-12,41,Stand By You,Rachel Platten
2016-03-12,42,White Iverson,Post Malone
2016-03-12,43,Something In The Way You Move,Ellie Goulding
2016-03-12,44,Heartbeat,Carrie Underwood
2016-03-12,45,See You Again,Wiz Khalifa 
2016-03-12,46,Wildest Dreams,Taylor Swift
2016-03-12,47,Sugar,Robin Schulz 
2016-03-12,48,Best Friend,Young Thug
2016-03-12,49,Lean On,Major Lazer 
2016-03-12,50,You Should Be Here,Cole Swindell
2016-03-12,51,I Know What You Did Last Summer,Shawn Mendes 
2016-03-12,52,Drunk On Your Love,Brett Eldredge
2016-03-12,53,Low Life,Future 
2016-03-12,54,Break On Me.,Keith Urban
2016-03-12,55,My Church,Maren Morris
2016-03-12,56,Home Alone Tonight,Luke Bryan 
2016-03-12,57,Middle,DJ Snake 
2016-03-12,58,Never Forget You,Zara Larsson 
2016-03-12,59,Beautiful Drug,Zac Brown Band
2016-03-12,60,Backroad Song,Granger Smith
2016-03-12,61,Really Really,Kevin Gates
2016-03-12,62,Confession,Florida Georgia Line
2016-03-12,63,We Went,Randy Houser
2016-03-12,64,Needed Me,Rihanna
2016-03-12,65,Get Ugly,Jason Derulo
2016-03-12,66,Jimmy Choo,Fetty Wap
2016-03-12,67,Youth,Troye Sivan
2016-03-12,68,Make Me Like You,Gwen Stefani
2016-03-12,69,Dibs,Kelsea Ballerini
2016-03-12,70,Nobody To Blame,Chris Stapleton
2016-03-12,71,Snapback,Old Dominion
2016-03-12,72,I Like The Sound Of That,Rascal Flatts
2016-03-12,73,Humble And Kind,Tim McGraw
2016-03-12,74,Think Of You,Chris Young Duet With Cassadee Pope
2016-03-12,75,Lost Boy,Ruth B
2016-03-12,76,Acquainted,The Weeknd
2016-03-12,77,Out Of The Woods,Taylor Swift
2016-03-12,78,Somewhere On A Beach,Dierks Bentley
2016-03-12,79,Perfect,One Direction
2016-03-12,80,Might Be,DJ Luke Nasty
2016-03-12,81,Don't Let Me Down,The Chainsmokers 
2016-03-12,82,Promise,Kid Ink 
2016-03-12,83,Little Bit Of You,Chase Bryant
2016-03-12,84,Hollow,Tori Kelly
2016-03-12,85,Mind Reader,Dustin Lynch
2016-03-12,86,Sorry Not Sorry,Bryson Tiller
2016-03-12,87,Look At My Dab,Migos
2016-03-12,88,The Sound Of Silence,Disturbed
2016-03-12,89,Watch Out,2 Chainz
2016-03-12,90,Walking On A Dream,Empire Of The Sun
2016-03-12,91,Wild Things,Alessia Cara
2016-03-12,92,That Don't Sound Like You,Lee Brice
2016-03-12,93,Saved,Ty Dolla $ign 
2016-03-12,94,Cut It,O.T. Genasis 
2016-03-12,95,$ave Dat Money,Lil Dicky 
2016-03-12,96,Panda,Desiigner
2016-03-12,97,Cheap Thrills,Sia 
2016-03-12,98,History,One Direction
2016-03-12,99,I Love This Life,LOCASH
2016-03-12,100,Might Not,Belly 
2016-03-19,1,Work,Rihanna 
2016-03-19,2,Love Yourself,Justin Bieber
2016-03-19,3,Stressed Out,twenty one pilots
2016-03-19,4,My House,Flo Rida
2016-03-19,5,Sorry,Justin Bieber
2016-03-19,6,Pillowtalk,Zayn
2016-03-19,7,"Me, Myself & I",G-Eazy 
2016-03-19,8,Piece By Piece,Kelly Clarkson
2016-03-19,9,7 Years,Lukas Graham
2016-03-19,10,Cake By The Ocean,DNCE
2016-03-19,11,Hello,Adele
2016-03-19,12,Work From Home,Fifth Harmony 
2016-03-19,13,Roses,The Chainsmokers 
2016-03-19,14,I Took A Pill In Ibiza,Mike Posner
2016-03-19,15,Hands To Myself,Selena Gomez
2016-03-19,16,One Call Away,Charlie Puth
2016-03-19,17,Stitches,Shawn Mendes
2016-03-19,18,Down In The DM,Yo Gotti 
2016-03-19,19,Don't,Bryson Tiller
2016-03-19,20,Back To Sleep,Chris Brown
2016-03-19,21,The Hills,The Weeknd
2016-03-19,22,Jumpman,Drake 
2016-03-19,23,When We Were Young,Adele
2016-03-19,24,Hotline Bling,Drake
2016-03-19,25,2 Phones,Kevin Gates
2016-03-19,26,Same Old Love,Selena Gomez
2016-03-19,27,Oui,Jeremih
2016-03-19,28,In The Night,The Weeknd
2016-03-19,29,What Do You Mean?,Justin Bieber
2016-03-19,30,Summer Sixteen,Drake
2016-03-19,31,Hide Away,Daya
2016-03-19,32,Say It,Tory Lanez
2016-03-19,33,Here,Alessia Cara
2016-03-19,34,Never Forget You,Zara Larsson 
2016-03-19,35,679,Fetty Wap 
2016-03-19,36,Exchange,Bryson Tiller
2016-03-19,37,Like I'm Gonna Lose You,Meghan Trainor 
2016-03-19,38,Die A Happy Man,Thomas Rhett
2016-03-19,39,Can't Feel My Face,The Weeknd
2016-03-19,40,Ex's & Oh's,Elle King
2016-03-19,41,Adventure Of A Lifetime,Coldplay
2016-03-19,42,Stand By You,Rachel Platten
2016-03-19,43,You Should Be Here,Cole Swindell
2016-03-19,44,White Iverson,Post Malone
2016-03-19,45,Sugar,Robin Schulz 
2016-03-19,46,Heartbeat,Carrie Underwood
2016-03-19,47,Antidote,Travis Scott
2016-03-19,48,Lean On,Major Lazer 
2016-03-19,49,See You Again,Wiz Khalifa 
2016-03-19,50,Middle,DJ Snake 
2016-03-19,51,Best Friend,Young Thug
2016-03-19,52,Let It Go,James Bay
2016-03-19,53,Something In The Way You Move,Ellie Goulding
2016-03-19,54,Drunk On Your Love,Brett Eldredge
2016-03-19,55,My Church,Maren Morris
2016-03-19,56,Low Life,Future 
2016-03-19,57,Beautiful Drug,Zac Brown Band
2016-03-19,58,Youth,Troye Sivan
2016-03-19,59,It's You,Zayn
